100
2
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
96 25 76 12 95 65 100 61 33 5 41 54 28 47 53 26 79 74 44 94 30 18 11 71 66 85 70 69 83 22 31 90 3 75 39 59 84 27 88 42 72 50 73 58 98 15 29 2 1 91 62 64 9 89 21 56 24 87 49 80 43 40 46 99 86 51 45 60 7 77 8 17 6 55 16 78 13 20 38 67 63 82 97 93 4 35 34 81 14 23 32 92 48 57 19 10 36 68 52 37 
24 12 88 92 32 31 59 9 48 18 76 49 96 42 20 87 56 93 6 34 98 74 79 47 37 35 69 81 55 90 2 91 25 23 21 77 46 39 1 73 28 15 68 66 75 44 67 41 94 57 3 33 14 51 5 22 19 7 100 29 50 99 26 71 85 82 13 83 58 52 54 17 36 86 10 53 43 11 60 45 38 72 27 62 61 89 4 95 97 64 84 80 63 70 65 30 40 16 8 78 
40 84 74 7 30 52 51 54 19 66 39 58 11 25 65 69 34 99 47 77 14 82 96 37 80 79 73 67 28 10 49 24 36 17 98 89 81 88 71 78 59 1 48 12 15 29 3 86 41 8 90 56 60 38 45 32 22 18 70 95 42 91 92 97 43 64 46 87 75 20 5 63 16 9 50 35 31 61 26 94 6 53 23 57 13 44 68 4 85 72 55 62 100 33 76 21 83 2 93 27 
3 51 24 84 25 5 16 10 83 13 50 75 85 19 48 97 47 17 49 55 9 65 29 27 62 39 56 93 81 22 71 92 89 100 1 2 90 54 69 78 4 11 40 26 64 44 74 70 72 43 53 18 7 28 15 79 42 77 33 12 96 82 31 8 36 66 91 99 32 20 23 98 76 63 73 88 86 59 46 80 87 35 30 6 67 45 34 41 14 68 58 61 52 57 21 95 38 60 94 37 
38 59 89 42 2 61 50 96 13 67 7 54 57 75 9 100 76 98 71 27 10 12 68 80 24 52 23 40 47 16 36 73 33 81 64 62 4 26 78 88 18 20 34 25 74 1 60 44 28 91 92 46 17 48 94 14 5 30 56 72 41 8 70 82 15 83 3 63 58 22 19 21 37 84 95 39 49 65 69 85 6 79 87 29 11 32 86 77 51 45 35 43 99 97 93 31 55 90 66 53 
3 19 13 35 33 81 77 85 32 64 59 34 92 1 40 52 78 67 28 23 76 39 22 18 36 66 71 5 29 51 46 98 69 27 73 7 70 96 49 21 11 63 95 10 2 99 74 91 72 24 88 97 60 41 68 25 14 89 30 62 57 47 6 94 83 17 31 84 20 45 79 100 87 16 58 12 38 56 80 54 37 50 15 55 4 8 44 65 42 93 48 75 53 86 43 61 26 82 90 9 
72 22 57 70 59 84 25 73 77 50 17 89 81 40 88 99 6 60 42 39 58 71 33 96 19 76 61 29 34 93 27 8 16 51 13 86 31 74 23 91 1 21 100 48 30 83 7 28 14 56 64 65 11 36 37 75 98 24 67 12 69 2 92 15 80 62 18 43 94 46 87 68 35 45 90 3 38 66 20 4 10 44 54 78 5 26 52 82 63 53 41 95 97 47 79 85 9 49 32 55 
23 53 45 87 60 22 54 31 96 18 74 92 98 85 46 26 40 34 11 72 17 28 44 39 50 70 91 38 14 9 56 66 33 48 81 78 30 49 89 8 76 93 13 57 52 24 88 36 43 97 75 61 84 47 1 3 29 58 69 68 5 27 15 100 7 67 35 37 42 99 6 63 25 41 20 16 80 62 59 51 82 90 32 19 71 86 64 10 4 79 77 55 94 95 83 65 12 21 73 2 
77 92 18 17 20 5 52 81 30 25 71 42 78 26 22 40 96 14 36 50 38 2 56 88 80 1 15 43 3 79 65 23 93 85 10 68 87 27 95 72 35 99 8 82 32 89 11 62 83 66 53 75 39 47 46 41 12 54 9 33 13 37 29 91 48 31 73 97 60 74 45 6 61 90 76 58 64 44 94 49 57 7 100 19 28 98 51 70 84 86 55 34 24 63 4 21 67 16 69 59 
22 28 8 69 94 2 1 19 71 64 56 30 32 21 12 65 55 91 25 97 96 78 99 23 83 79 49 81 50 98 84 3 45 67 20 13 46 88 93 70 54 73 86 51 31 5 80 15 90 77 26 27 85 11 62 42 38 82 29 57 17 39 44 87 40 41 18 36 95 34 75 9 68 10 43 14 35 89 92 60 33 48 4 100 24 59 16 72 47 53 74 61 6 58 52 63 66 7 76 37 
32 64 95 12 55 92 51 6 3 89 24 46 21 14 86 22 72 75 26 43 31 20 27 65 93 67 5 68 41 38 1 98 45 29 62 7 30 99 85 76 57 88 18 79 83 37 100 34 77 19 94 10 35 15 8 96 2 69 82 87 73 23 84 48 50 36 25 70 13 59 66 58 60 47 40 52 74 17 28 9 42 54 49 53 80 90 16 56 91 97 39 81 44 78 61 4 71 33 63 11 
57 21 49 27 72 75 34 40 94 89 41 79 50 99 18 55 80 44 58 42 77 17 85 38 11 48 45 96 69 39 28 47 22 53 36 100 23 76 81 3 83 13 86 43 9 15 88 62 35 70 63 32 12 31 10 54 66 87 78 46 14 4 59 5 51 19 16 68 97 95 2 64 71 26 37 30 98 82 91 60 67 8 1 20 65 92 6 93 73 25 61 84 74 52 90 7 56 24 29 33 
79 2 86 39 56 6 49 50 66 62 75 59 95 100 15 7 55 41 13 43 73 29 47 93 89 11 17 67 72 83 84 36 69 1 32 38 44 70 3 63 65 31 10 88 78 77 57 23 12 81 21 76 54 30 64 71 87 34 27 14 97 26 25 37 58 28 99 40 20 4 35 85 98 9 48 24 82 52 60 74 42 91 16 33 51 90 5 80 53 18 92 94 8 61 68 96 22 46 19 45 
67 90 98 34 40 32 44 71 66 17 1 20 54 97 22 57 96 74 9 10 25 30 13 14 45 41 87 80 83 35 27 73 36 29 84 88 2 3 85 51 89 52 69 99 37 23 56 77 8 72 68 50 38 64 75 47 86 81 93 4 31 91 79 15 65 6 42 12 78 61 53 46 24 16 5 94 70 43 55 62 33 7 59 26 48 82 11 60 63 92 95 76 19 100 28 21 39 58 49 18 
32 28 36 88 80 85 48 73 2 60 35 89 83 46 14 9 51 33 84 41 39 61 40 93 55 94 87 99 38 23 64 7 69 70 42 18 47 92 78 98 81 52 29 72 22 53 67 3 10 100 12 65 43 30 66 75 16 20 8 95 97 15 37 5 50 45 90 86 79 76 19 26 63 17 25 1 24 34 6 13 27 59 96 54 21 56 68 74 82 31 77 57 4 91 62 49 11 44 58 71 
51 40 43 15 63 12 33 75 56 35 87 100 11 55 90 94 27 38 42 74 5 34 86 58 72 98 91 9 92 39 26 50 83 68 64 31 97 93 59 24 85 70 71 73 89 46 4 52 53 66 17 6 29 41 60 18 76 99 14 1 95 82 21 65 25 32 8 2 28 96 81 79 62 47 22 10 44 61 57 88 54 7 19 30 67 84 77 80 23 69 45 48 49 20 16 37 36 3 78 13 
71 74 87 69 8 85 1 72 90 30 57 6 35 19 66 45 76 23 80 38 33 18 93 17 62 15 40 65 16 51 98 96 4 81 100 44 9 34 28 41 68 79 21 82 5 22 88 12 63 13 26 86 58 31 43 95 36 2 75 37 91 53 29 32 67 94 52 3 46 83 42 14 48 20 7 97 77 92 56 27 61 39 10 99 64 54 73 55 49 11 50 60 84 78 25 70 89 24 59 47 
59 88 34 50 42 73 10 39 6 33 85 98 72 83 99 93 13 12 58 51 40 100 17 62 5 19 53 16 20 7 46 71 4 29 69 77 49 32 9 35 97 95 82 31 37 36 15 47 90 67 30 27 66 81 91 55 78 79 1 96 54 45 89 22 21 14 11 75 76 74 94 3 63 25 80 41 56 87 23 92 65 64 86 61 57 60 28 84 24 68 26 38 44 18 48 70 8 2 43 52 
93 77 56 25 52 74 4 48 59 17 19 8 41 65 71 63 57 88 7 47 14 67 53 81 23 97 87 45 80 49 98 11 9 89 54 36 73 66 6 55 72 99 58 35 46 43 21 96 18 60 10 79 20 31 95 32 28 34 83 1 50 70 68 27 22 100 61 69 82 86 12 94 91 78 13 29 51 90 62 76 92 44 15 26 38 33 37 40 24 3 2 39 85 16 64 5 84 42 30 75 
71 26 68 55 82 4 42 5 35 25 21 3 60 52 57 16 87 61 14 6 19 37 50 7 85 73 29 91 67 13 32 66 80 41 88 84 75 95 28 90 62 89 18 100 12 78 33 93 11 83 8 17 15 79 43 31 54 98 49 92 9 38 48 22 97 53 10 1 76 23 63 64 69 99 65 86 44 47 74 59 77 2 46 36 96 51 27 56 72 39 94 24 34 81 30 40 58 20 70 45 
49 59 64 99 32 10 26 61 51 35 33 97 1 94 67 11 62 55 25 100 87 73 77 5 40 76 27 48 83 24 3 79 44 68 43 93 81 28 13 42 60 29 66 57 50 58 19 82 96 85 9 22 95 45 54 39 18 71 4 30 12 41 88 80 14 8 6 92 84 74 20 16 98 31 86 38 69 56 37 78 53 17 47 23 2 65 72 89 34 75 91 70 46 21 63 7 52 90 36 15 
11 31 40 47 80 100 64 94 77 8 98 85 96 88 4 79 87 30 20 68 36 83 73 46 9 22 27 45 75 10 33 81 54 65 95 92 63 89 44 66 23 26 15 41 49 34 52 99 67 32 93 69 28 91 38 43 37 59 35 70 13 21 55 16 18 39 12 58 86 7 97 5 72 60 2 56 19 24 74 51 84 48 6 76 90 14 25 50 78 71 53 42 82 29 1 3 61 17 62 57 
22 21 6 20 29 49 68 85 99 23 63 58 27 57 32 62 61 59 65 25 48 64 72 83 75 56 96 3 92 93 97 5 2 41 55 50 28 86 100 37 24 26 74 77 11 19 79 82 31 66 10 42 43 18 13 4 69 16 7 45 44 88 90 15 47 51 14 38 98 1 67 71 36 60 91 76 17 78 84 81 40 33 87 73 89 9 8 95 34 80 30 46 53 12 94 54 39 35 70 52 
81 2 97 16 26 83 66 18 7 35 45 53 44 36 54 55 90 37 50 1 80 100 77 64 17 42 9 12 21 57 8 22 69 25 70 59 41 87 62 79 71 6 93 40 13 76 67 65 88 49 39 47 86 46 56 3 33 28 74 98 61 19 84 72 32 27 52 96 20 48 29 60 31 63 99 73 14 11 91 30 85 94 15 4 38 34 24 10 75 95 92 89 58 51 68 5 78 23 43 82 
87 49 39 93 72 71 62 20 59 23 70 45 79 86 77 66 54 5 37 14 19 3 57 75 81 36 85 98 82 92 9 99 91 7 33 89 1 94 32 84 63 4 38 88 58 44 40 83 41 76 68 51 34 55 28 100 24 30 60 31 96 52 46 29 11 90 8 15 25 17 74 27 67 65 61 26 12 6 2 97 78 13 43 64 69 80 10 73 21 42 18 50 22 95 35 47 48 16 53 56 
48 50 11 24 43 65 47 21 55 17 62 2 98 51 91 73 68 79 44 75 22 86 52 10 67 39 20 87 63 6 26 41 85 29 8 94 72 15 82 95 84 18 58 70 74 89 36 64 5 42 99 76 69 88 31 57 35 3 92 16 53 30 46 100 96 66 9 60 14 40 33 27 28 4 61 78 7 77 23 1 12 93 13 71 90 97 32 81 34 54 49 83 37 19 59 25 56 80 38 45 
92 93 61 1 53 77 40 63 6 58 55 34 57 37 35 36 91 94 54 13 12 14 46 98 69 95 3 83 16 67 23 70 28 52 47 21 76 80 79 81 24 45 5 75 100 82 64 87 11 15 99 43 4 26 30 74 96 97 2 56 25 44 50 39 88 51 78 48 60 86 8 33 27 19 65 84 9 32 22 18 68 20 7 89 90 66 10 49 38 73 41 62 85 59 31 71 42 17 72 29 
23 84 74 45 43 50 26 93 77 59 71 57 11 69 79 67 24 91 60 78 48 25 31 98 85 9 15 21 5 19 75 18 46 13 4 82 53 32 87 99 61 7 51 29 49 36 2 6 64 90 30 83 94 68 62 17 81 38 70 65 44 14 89 12 37 54 47 39 34 73 22 96 72 28 66 33 97 86 42 88 40 76 56 8 63 3 58 41 10 35 27 55 1 100 52 92 16 95 20 80 
15 96 65 23 69 93 11 10 74 90 85 24 76 56 54 94 21 60 71 45 83 37 20 2 17 29 66 98 16 28 46 80 26 86 92 42 99 27 70 30 97 59 89 44 47 8 40 75 72 64 63 50 100 68 14 82 53 87 52 43 34 39 57 12 95 6 1 7 73 5 19 35 38 55 9 67 18 91 61 51 31 4 32 48 22 13 88 79 36 78 77 3 49 58 81 84 41 62 25 33 
38 79 55 78 47 74 95 29 23 32 63 11 59 75 50 5 77 57 99 62 84 39 31 68 1 20 22 69 46 35 41 70 87 85 83 49 6 10 60 65 93 67 25 52 14 33 89 30 94 19 13 80 48 61 56 26 92 51 7 45 36 100 40 28 97 37 53 27 73 42 8 72 96 12 71 81 66 44 88 16 9 17 54 18 82 43 3 64 91 34 90 58 98 21 86 15 76 2 4 24 
85 66 16 8 23 35 98 76 96 41 84 21 14 56 94 48 80 93 58 32 30 97 28 69 4 6 61 92 22 19 18 10 52 29 37 33 36 72 26 68 64 47 63 99 75 87 12 73 11 5 31 39 15 74 88 83 90 82 86 100 50 51 77 38 1 67 20 53 57 3 44 45 70 65 2 27 60 43 13 49 91 89 95 9 40 54 24 42 81 55 7 34 79 59 25 71 46 62 17 78 
29 57 78 55 64 5 49 33 36 6 21 74 22 17 79 75 38 39 88 4 23 85 44 59 52 15 95 25 10 91 69 93 76 82 26 42 35 54 40 7 68 28 53 14 11 60 30 24 2 90 43 86 8 87 45 96 18 72 92 12 65 51 47 9 13 41 81 31 84 94 99 1 89 100 32 80 83 19 3 16 73 56 66 20 98 27 62 63 67 34 46 71 77 48 37 70 97 50 58 61 
63 37 21 80 85 74 43 26 5 14 58 34 92 35 69 70 4 1 42 40 73 71 94 61 66 99 44 55 93 45 86 83 60 23 51 53 31 62 67 17 54 77 13 81 9 33 18 98 89 27 39 84 3 90 22 87 41 2 25 28 32 10 36 47 6 20 56 59 29 79 88 76 65 11 8 96 30 64 16 52 19 12 7 95 49 91 24 46 15 48 82 100 78 38 72 75 97 68 50 57 
41 92 5 2 38 81 84 43 95 71 14 53 70 22 96 57 69 33 54 27 66 23 62 58 49 94 29 20 55 93 64 1 16 99 15 100 8 63 68 26 80 74 79 13 60 82 21 91 73 56 83 17 67 48 39 85 97 77 6 4 12 7 78 59 11 87 47 76 86 52 65 24 40 45 72 30 19 32 31 18 90 9 42 3 35 51 50 10 44 98 89 36 25 34 46 61 88 37 28 75 
22 31 7 81 79 39 50 20 16 14 24 61 96 73 18 97 38 11 55 66 26 68 44 10 92 49 75 54 29 2 32 98 48 70 72 30 17 37 43 99 27 33 93 56 88 84 28 4 60 95 78 36 12 15 65 40 63 77 21 80 74 51 86 64 9 8 45 19 53 5 25 71 46 3 76 41 83 100 1 35 42 6 34 87 94 82 47 23 57 58 62 90 85 91 59 89 52 13 67 69 
89 72 10 36 44 35 51 34 90 31 20 26 87 38 76 11 42 99 69 73 22 57 83 58 81 74 41 85 27 82 29 1 32 13 16 30 25 37 75 78 100 4 65 9 91 86 55 8 46 39 5 43 23 93 14 67 96 49 15 97 59 12 92 77 19 62 6 88 33 45 52 2 60 3 84 66 63 95 40 94 50 47 80 79 98 48 28 56 64 68 61 53 71 18 54 21 7 17 70 24 
94 16 59 39 61 51 86 81 26 96 50 69 64 87 90 27 22 100 7 54 23 20 76 55 41 71 5 34 21 84 74 88 83 2 19 92 12 68 97 28 60 17 9 80 8 35 53 46 82 1 48 93 67 43 29 13 47 6 77 66 98 33 15 99 24 30 63 52 31 95 44 65 79 72 38 75 78 3 32 11 10 36 56 73 45 37 57 4 85 25 49 58 89 40 91 14 70 62 18 42 
7 99 66 75 30 78 60 82 35 53 98 70 95 79 5 69 11 56 81 100 40 1 45 73 84 96 36 29 26 28 47 14 39 57 72 2 61 85 42 31 33 83 55 68 94 15 24 74 34 19 86 9 6 76 38 62 21 63 18 10 12 23 41 48 32 89 44 91 58 65 13 52 50 16 54 37 93 90 88 25 49 51 43 92 97 46 87 3 8 27 17 71 20 77 67 4 22 59 64 80 
86 91 30 59 26 3 17 6 27 19 21 61 28 1 57 69 36 54 13 95 62 34 45 2 33 97 80 98 100 53 70 58 9 18 52 25 88 94 78 93 56 5 82 48 37 11 23 22 83 7 67 4 76 44 71 31 47 49 8 90 77 16 68 99 85 32 96 42 72 41 35 74 84 63 66 55 75 64 10 46 20 79 60 24 29 15 50 73 38 87 40 12 92 39 43 89 81 65 51 14 
80 45 16 12 28 24 44 48 97 95 15 66 13 37 21 61 70 72 90 87 98 58 7 100 82 4 52 34 67 25 63 20 39 91 5 18 68 51 89 43 6 59 42 46 33 23 3 96 78 35 10 83 36 71 22 53 27 62 41 11 57 65 55 56 19 77 1 32 2 74 76 94 75 88 31 99 14 38 30 26 81 92 69 86 93 8 60 9 64 84 54 17 50 40 47 29 85 79 49 73 
13 81 56 26 18 52 46 7 77 48 27 53 8 21 1 22 75 50 12 9 28 78 20 4 6 43 91 70 54 74 2 29 5 49 61 3 17 14 66 60 71 95 15 93 68 16 33 90 41 92 34 99 87 51 36 89 55 38 11 45 64 19 25 67 44 72 62 35 65 63 31 24 83 39 40 82 80 97 84 86 23 37 69 79 47 30 76 96 10 58 73 32 59 94 100 57 88 42 85 98 
58 41 24 40 20 44 64 51 57 36 12 89 34 28 38 21 55 99 52 42 1 82 94 73 35 3 22 8 91 61 7 43 11 14 54 50 6 10 15 27 75 63 25 17 9 79 66 74 13 86 4 60 93 67 84 76 23 49 95 33 18 77 47 59 96 72 62 71 68 69 70 78 92 31 80 5 19 37 56 100 97 26 29 98 53 83 16 30 39 81 65 45 87 32 46 85 48 90 88 2 
48 92 16 94 18 14 8 34 11 51 12 100 65 52 29 44 32 47 76 86 87 33 77 93 54 67 24 13 40 19 22 36 99 83 55 50 75 41 66 88 79 72 71 35 10 5 59 43 31 42 30 57 20 7 45 84 74 46 95 82 97 68 85 96 15 56 37 73 62 23 27 90 4 53 89 38 61 26 6 49 58 80 81 25 28 78 2 21 69 60 9 17 70 64 91 98 39 63 1 3 
71 47 69 27 18 95 44 80 78 32 31 13 33 92 46 9 11 79 57 10 30 21 43 93 25 58 37 28 38 88 50 22 85 16 83 56 86 54 60 52 36 14 2 66 96 35 90 55 42 39 19 100 70 53 75 89 74 51 17 81 7 3 65 94 77 41 8 49 63 97 76 91 87 20 12 68 59 62 72 29 5 82 24 99 48 84 34 15 26 64 4 23 73 67 45 1 40 6 98 61 
84 12 93 71 44 65 3 9 45 21 19 23 73 99 72 51 27 6 74 39 94 62 58 47 92 40 43 48 61 96 29 18 20 64 5 11 15 57 53 7 88 67 22 82 90 70 91 59 56 78 28 52 8 63 2 25 86 98 32 81 30 66 38 13 54 31 36 97 80 42 75 4 17 33 83 37 1 24 100 10 34 79 55 76 41 85 49 50 77 95 14 46 89 26 60 69 87 68 16 35 
15 4 19 83 27 82 61 45 14 11 39 87 88 13 75 49 77 59 3 23 81 66 2 95 53 12 50 76 98 90 42 10 55 31 22 92 86 35 38 32 62 6 41 17 20 96 69 91 7 51 57 43 5 44 67 97 24 58 46 9 70 65 89 73 80 40 63 30 25 100 16 99 1 84 54 8 71 94 29 79 85 72 74 37 28 68 34 21 36 52 56 78 93 26 48 18 47 33 60 64 
99 87 80 26 93 34 85 22 91 66 43 94 35 74 53 33 55 30 40 3 42 25 39 51 95 90 8 46 63 29 24 52 14 15 6 84 75 100 13 23 41 70 79 7 4 71 45 62 49 47 67 57 37 61 65 44 89 54 10 68 98 38 64 9 86 2 19 50 92 48 77 20 28 69 12 73 16 97 82 81 21 58 88 18 76 96 60 32 36 56 59 78 72 11 31 17 83 5 27 1 
67 16 46 76 56 71 95 81 50 37 58 73 39 32 18 15 34 42 44 31 78 23 100 69 48 70 11 98 22 8 94 87 6 13 40 4 27 63 85 60 41 77 38 97 66 10 3 1 53 55 36 86 21 74 72 2 12 20 24 89 7 52 65 82 49 25 51 91 90 54 59 79 47 43 28 75 29 64 26 88 61 96 62 17 84 9 68 5 92 14 45 30 93 83 35 33 80 99 19 57 
34 81 37 97 9 74 77 91 93 98 83 51 10 75 56 18 26 7 72 20 5 85 22 82 28 2 31 15 87 67 66 64 45 94 95 68 1 70 29 88 73 17 84 60 86 49 65 50 79 6 3 90 59 39 48 8 13 42 55 12 41 96 32 30 57 63 38 99 23 35 36 47 54 25 14 76 4 69 92 27 52 19 62 53 40 58 16 89 44 71 61 24 43 78 46 21 11 100 33 80 
19 2 46 3 16 48 80 26 94 90 98 7 29 28 57 88 6 83 49 75 76 70 62 61 81 23 1 65 73 10 72 37 56 82 84 33 78 40 44 52 38 31 97 17 8 93 11 64 5 86 14 9 87 4 67 34 91 51 74 53 99 71 25 22 45 96 58 92 41 85 69 39 79 35 77 24 36 55 13 68 20 15 50 60 66 95 21 47 32 12 43 59 100 89 18 30 63 27 42 54 
81 67 98 90 34 71 7 83 87 3 6 11 91 41 45 57 84 25 76 88 82 17 50 64 12 69 46 86 33 70 8 35 51 23 4 68 22 100 27 85 54 61 77 28 44 43 19 55 29 39 73 49 42 38 56 48 16 40 5 89 99 65 32 79 26 97 75 52 94 60 58 92 59 96 30 24 74 1 20 47 10 9 80 63 14 78 15 95 62 37 31 21 18 53 2 72 13 36 66 93 
50 39 64 44 97 70 34 95 35 84 78 80 40 19 62 59 17 36 94 91 4 89 72 49 20 93 82 99 7 86 61 33 15 87 71 3 2 65 52 53 69 18 25 60 75 42 11 77 45 31 55 37 96 47 68 10 79 57 63 73 51 41 24 81 90 98 5 9 22 13 58 8 16 1 54 27 46 85 26 14 88 74 30 48 92 43 100 83 32 38 66 23 6 28 56 12 76 29 21 67 
97 51 12 32 62 80 79 43 24 54 78 59 6 26 16 87 39 82 93 98 3 61 40 33 73 69 20 85 63 25 42 18 4 49 55 52 71 75 66 60 34 65 28 48 19 1 30 29 17 13 5 14 99 11 90 7 81 45 44 46 88 36 22 41 76 8 27 86 92 31 64 57 74 94 83 47 2 37 58 89 84 15 77 100 50 91 70 95 96 38 35 56 9 67 53 68 21 72 10 23 
29 15 78 79 23 38 1 39 69 90 28 70 76 98 59 25 22 72 40 8 89 65 86 10 82 4 66 58 85 57 64 32 95 41 51 99 16 62 60 83 11 43 20 53 84 45 33 2 27 77 35 63 96 46 56 31 18 81 44 100 91 49 71 37 3 30 74 5 55 19 42 48 94 80 7 24 92 87 9 13 67 93 61 88 17 68 50 36 12 73 75 26 14 54 34 97 47 6 21 52 
37 46 41 34 5 52 49 3 63 80 86 65 18 71 95 83 4 26 90 44 67 82 27 92 78 54 25 24 23 21 47 51 12 17 81 70 56 33 42 68 36 35 74 39 99 59 91 14 55 60 58 31 15 73 9 87 32 66 76 57 96 1 48 75 8 28 6 43 93 97 69 22 50 62 38 10 72 61 30 79 20 45 2 89 19 11 84 13 85 16 100 40 77 53 64 98 94 29 88 7 
58 98 20 95 23 33 69 48 78 88 82 99 32 37 61 83 31 18 39 91 80 30 76 11 72 43 100 27 55 22 12 35 2 36 40 97 63 89 44 15 46 38 64 5 74 90 87 16 4 71 3 77 25 93 66 41 84 21 70 75 50 53 14 67 60 28 68 86 34 49 6 10 94 47 54 1 52 79 19 24 13 92 7 51 81 73 29 8 96 42 9 57 56 45 59 85 62 26 65 17 
80 73 37 52 79 1 69 25 11 10 92 43 78 95 66 19 55 88 53 62 65 56 36 49 31 41 32 14 44 74 26 50 59 35 18 84 27 97 57 61 77 12 28 47 87 71 23 42 86 38 76 5 67 98 94 100 99 93 81 75 63 33 3 15 82 72 30 64 39 40 83 48 70 45 89 60 16 68 22 54 6 46 91 17 9 20 29 90 85 4 7 2 8 34 13 24 58 51 96 21 
49 28 40 44 56 41 11 99 60 25 7 15 68 4 87 62 75 82 9 21 92 5 10 88 37 24 58 54 78 55 52 17 67 38 50 36 1 61 69 85 90 74 46 100 30 91 93 32 83 31 12 39 94 6 70 22 8 86 64 47 18 27 53 79 59 98 57 26 42 35 63 29 34 84 72 97 89 20 48 96 51 73 33 95 77 16 80 81 23 3 76 71 65 2 13 66 43 19 45 14 
43 31 79 97 46 100 86 89 18 29 75 3 44 12 1 27 52 60 74 98 72 90 71 21 16 88 17 55 24 62 84 5 99 7 2 65 53 73 23 87 22 8 91 35 48 57 19 9 54 58 85 80 63 82 78 81 64 30 34 45 38 37 69 40 26 33 95 56 15 42 83 11 50 4 94 41 77 76 14 68 39 32 6 20 47 61 28 49 96 51 93 67 92 59 70 66 13 10 36 25 
17 26 89 14 2 37 40 78 97 47 8 68 95 20 90 22 53 84 82 13 73 49 88 25 18 7 41 65 77 52 12 56 11 80 72 85 19 29 23 66 98 64 44 48 10 51 83 61 33 38 58 9 36 71 34 57 60 42 54 87 30 99 4 94 70 21 75 91 81 69 59 86 96 43 16 35 67 76 93 100 63 3 28 39 27 32 74 62 45 15 79 92 24 6 31 50 55 5 46 1 
62 20 58 61 63 14 70 81 7 19 48 25 82 73 34 31 21 33 94 56 1 50 16 9 45 68 26 76 92 30 99 40 22 41 6 49 8 65 3 15 80 85 77 60 95 29 42 53 96 78 79 5 47 89 24 100 39 88 93 32 2 35 54 4 46 91 43 67 64 27 52 17 51 66 18 36 72 37 83 44 10 71 74 28 97 55 84 57 98 87 59 90 86 11 75 13 69 38 23 12 
19 29 63 23 20 3 74 100 44 72 82 52 88 24 64 61 8 40 95 99 31 86 83 45 4 59 98 73 60 32 14 18 69 36 42 17 37 85 91 81 54 43 84 26 53 2 67 46 55 78 56 39 51 96 65 10 41 57 13 30 11 9 15 34 21 28 90 22 12 92 6 79 35 49 1 50 97 62 33 75 66 93 68 58 48 77 16 70 89 76 47 80 7 87 38 25 71 27 5 94 
46 12 57 35 45 94 73 100 25 58 47 10 19 8 97 65 4 63 34 96 11 1 14 60 90 16 59 70 2 24 38 69 62 5 68 92 17 13 43 99 49 40 51 55 23 87 20 72 91 85 26 41 61 15 50 48 67 37 31 21 54 95 74 66 78 39 30 42 3 44 7 86 27 77 32 56 83 36 33 76 80 81 71 98 29 18 84 75 28 88 9 64 6 53 22 93 82 79 52 89 
15 65 49 55 99 91 73 38 88 51 2 17 25 40 13 68 83 84 39 66 57 16 54 77 92 24 3 81 21 9 1 37 74 34 28 19 62 50 52 71 46 20 43 36 67 22 90 31 32 70 18 96 82 78 61 33 11 30 64 94 63 14 7 60 80 27 53 44 72 5 69 58 76 85 4 8 87 35 56 97 10 45 79 42 89 86 93 98 47 59 12 6 23 75 41 100 95 26 29 48 
10 44 43 61 81 56 18 87 47 32 88 11 30 40 6 62 63 90 7 64 54 80 22 38 9 65 98 35 49 27 97 92 3 23 25 42 53 48 28 29 77 96 19 31 33 85 8 84 93 45 57 68 2 72 58 94 4 71 52 91 69 41 83 59 24 46 26 34 13 100 39 82 50 73 17 1 74 12 55 79 78 76 67 75 16 51 36 99 20 21 14 66 89 60 5 70 15 95 86 37 
92 94 47 48 27 34 78 46 87 61 77 50 67 22 45 31 44 14 42 59 83 97 95 84 23 75 38 1 58 25 96 4 24 49 9 33 52 55 10 64 69 32 3 13 60 29 65 51 41 81 6 66 5 12 26 68 15 18 100 17 8 72 85 82 90 62 54 63 39 28 91 11 86 98 57 80 19 43 53 16 93 40 21 71 37 35 2 88 74 20 30 89 73 70 79 99 76 36 56 7 


1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
